source_file,line,matched_text,surface_form,target_family,target_file,target_anchor,confidence,applied,reason,context
guides/systems/cmdrs-lexicon.html,202,KWS,kws,module,engineering/modules.html,module-scanners,0.85,yes,module,KWS / Kill Warrant Scanner
guides/systems/cmdrs-lexicon.html,202,Kill Warrant Scanner,kill warrant scanner,module,engineering/modules.html,module-scanners,0.85,yes,ambig->module (default),KWS / Kill Warrant Scanner
guides/systems/cmdrs-lexicon.html,204,Plasma,plasma,module,engineering/modules.html,module-plasma,0.65,no,weapon-category adj (soft),Plasma Ram
guides/systems/cmdrs-lexicon.html,206,SCB,scb,module,engineering/modules.html,module-shield-cell-bank,0.85,yes,module,SCB / Shield Cell Bank
guides/systems/cmdrs-lexicon.html,206,Shield Cell Bank,shield cell bank,module,engineering/modules.html,module-shield-cell-bank,0.85,yes,ambig->module (default),SCB / Shield Cell Bank
guides/systems/cmdrs-lexicon.html,207,sensors,sensors,module,engineering/modules.html,module-sensors,0.85,yes,ambig->module (default),hide from sensors
guides/systems/cmdrs-lexicon.html,242,Xeno,xeno,module,engineering/modules.html,module-xeno,0.85,yes,module,Xeno
guides/systems/cmdrs-lexicon.html,242,xeno,xeno,module,engineering/modules.html,module-xeno,0.85,yes,module,"— anti-xeno, xeno scanner, and so on."
guides/systems/cmdrs-lexicon.html,280,AFMU,afmu,module,engineering/modules.html,module-afmu,0.85,yes,module,AFMU
guides/systems/cmdrs-lexicon.html,280,Auto Field-Maintenance Unit,auto field-maintenance unit,module,engineering/modules.html,module-afmu,0.85,yes,module,Auto Field-Maintenance Unit
guides/systems/cmdrs-lexicon.html,281,power plant,power plant,module,engineering/modules.html,module-power-plant,0.85,yes,ambig->module (default),"ship slots: power plant, thrusters, FSD, life support, distributor, sensors, fuel tank."
guides/systems/cmdrs-lexicon.html,281,thrusters,thrusters,module,engineering/modules.html,module-thrusters,0.85,yes,ambig->module (default),"ship slots: power plant, thrusters, FSD, life support, distributor, sensors, fuel tank."
guides/systems/cmdrs-lexicon.html,281,FSD,fsd,module,engineering/modules.html,module-frame-shift-drive,0.85,yes,ambig->module (default),"ship slots: power plant, thrusters, FSD, life support, distributor, sensors, fuel tank."
guides/systems/cmdrs-lexicon.html,281,life support,life support,module,engineering/modules.html,module-life-support,0.85,yes,ambig->module (default),"ship slots: power plant, thrusters, FSD, life support, distributor, sensors, fuel tank."
guides/systems/cmdrs-lexicon.html,281,sensors,sensors,module,engineering/modules.html,module-sensors,0.85,yes,ambig->module (default),"ship slots: power plant, thrusters, FSD, life support, distributor, sensors, fuel tank."
guides/systems/cmdrs-lexicon.html,281,fuel tank,fuel tank,module,engineering/modules.html,module-fuel-tank,0.85,yes,module,"ship slots: power plant, thrusters, FSD, life support, distributor, sensors, fuel tank."
guides/systems/cmdrs-lexicon.html,282,Dirty Drives,dirty drives,blueprint,engineering/blueprints.html,blueprint-thrusters-dirty-drive-tuning,0.85,yes,blueprint (curated alias),Dirty Drives (DD)
guides/systems/cmdrs-lexicon.html,282,Dirty Drive Tuning,dirty drive tuning,blueprint,engineering/blueprints.html,blueprint-thrusters-dirty-drive-tuning,0.85,yes,blueprint (curated alias),Dirty Drive Tuning
guides/systems/cmdrs-lexicon.html,283,Power Distributor,power distributor,module,engineering/modules.html,module-power-distributor,0.85,yes,ambig->module (default),Distro / Power Distributor
guides/systems/cmdrs-lexicon.html,287,FSD Booster,fsd booster,module,engineering/modules.html,module-guardian-fsd-booster,0.85,yes,module,FSD Booster
guides/systems/cmdrs-lexicon.html,288,material grades,material grades,material-section,engineering/materials.html,section-grades,0.6,no,material (coarse),(the term also covers material grades). See
guides/systems/cmdrs-lexicon.html,289,Dirty Drives,dirty drives,blueprint,engineering/blueprints.html,blueprint-thrusters-dirty-drive-tuning,0.85,yes,blueprint (curated alias),Grade-5 Dirty Drives
guides/systems/cmdrs-lexicon.html,291,Long Range,long range,blueprint,engineering/blueprints.html,blueprint-sensors-long-range,0.5,no,blueprint generic (log only),LR / Long Range
guides/systems/cmdrs-lexicon.html,292,Material Trader,material trader,material-section,engineering/materials.html,section-trader,0.6,no,material (coarse),Mat Trader / Material Trader
guides/systems/cmdrs-lexicon.html,294,MRP,mrp,module,engineering/modules.html,module-module-reinforcement,0.85,yes,module,MRP
guides/systems/cmdrs-lexicon.html,294,Module Reinforcement,module reinforcement,module,engineering/modules.html,module-module-reinforcement,0.85,yes,module,Module Reinforcement Package
guides/systems/cmdrs-lexicon.html,295,scanners,scanners,module,engineering/modules.html,module-scanners,0.85,yes,module,"internal slots — cargo, shields, SCBs, scanners and the rest."
guides/systems/cmdrs-lexicon.html,297,shield generator,shield generator,module,engineering/modules.html,module-shield-generator,0.85,yes,ambig->module (default),shield generator
guides/systems/cmdrs-lexicon.html,298,AFMU,afmu,module,engineering/modules.html,module-afmu,0.85,yes,module,"ammo, fuel, AFMU refills and SRV repairs from raw materials. See"
guides/systems/cmdrs-lexicon.html,298,raw materials,raw materials,material-section,engineering/materials.html,section-raw,0.6,no,material (coarse),"ammo, fuel, AFMU refills and SRV repairs from raw materials. See"
guides/systems/cmdrs-lexicon.html,301,chaff,chaff,module,engineering/modules.html,module-countermeasures,0.85,yes,module,"chaff, heatsinks, scanners and point defence"
guides/systems/cmdrs-lexicon.html,301,scanners,scanners,module,engineering/modules.html,module-scanners,0.85,yes,module,"chaff, heatsinks, scanners and point defence"
guides/systems/cmdrs-lexicon.html,301,point defence,point defence,module,engineering/modules.html,module-countermeasures,0.85,yes,ambig->module (default),"chaff, heatsinks, scanners and point defence"
guides/systems/cmdrs-lexicon.html,311,scanners,scanners,module,engineering/modules.html,module-scanners,0.85,yes,module,"The long black — scanners, body classes and the genetic-sampling trade. Deep dive:"
guides/systems/cmdrs-lexicon.html,319,DSS,dss,module,engineering/modules.html,module-detailed-surface-scanner,0.85,yes,module,DSS / Detailed Surface Scanner
guides/systems/cmdrs-lexicon.html,319,Detailed Surface Scanner,detailed surface scanner,module,engineering/modules.html,module-detailed-surface-scanner,0.85,yes,ambig->module (default),DSS / Detailed Surface Scanner
guides/systems/cmdrs-lexicon.html,346,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),Empire / Imps
guides/systems/cmdrs-lexicon.html,346,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),Imperial
guides/systems/cmdrs-lexicon.html,347,Federation,federation,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),Federation / Feds
guides/systems/cmdrs-lexicon.html,347,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),Federal
guides/systems/cmdrs-lexicon.html,352,Aisling Duval,aisling duval,powerplay,systems/powerplay.html,powerplay-aisling-duval,0.9,yes,power,"you pledge to in Powerplay (Aisling Duval, Zachary Hudson and others). See"
guides/systems/cmdrs-lexicon.html,353,Cannon,cannon,blueprint-group,engineering/blueprints.html,blueprint-group-cannon,0.8,yes,blueprint group,"(Pacifier Frag Cannon),"
guides/systems/cmdrs-lexicon.html,353,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),"(Imperial Hammer),"
guides/systems/cmdrs-lexicon.html,353,Grom,grom,powerplay,systems/powerplay.html,powerplay-yuri-grom,0.82,yes,power,Grom Bomb
guides/systems/cmdrs-lexicon.html,395,AspX,aspx,ship-dossier,ships/dossiers/asp-explorer-multipurpose.html,,0.75,yes,role=multipurpose alias,AspX
guides/systems/cmdrs-lexicon.html,395,Asp Explorer,asp explorer,ship-dossier,ships/dossiers/asp-explorer-multipurpose.html,,0.78,yes,role=multipurpose,Asp Explorer
guides/systems/cmdrs-lexicon.html,396,Asp Scout,asp scout,ship-dossier,ships/dossiers/asp-scout-exploration.html,,0.78,yes,role=exploration,Asp Scout
guides/systems/cmdrs-lexicon.html,397,Alliance Challenger,alliance challenger,ship-dossier,ships/dossiers/alliance-challenger-combat.html,,0.78,yes,role=combat,Alliance Challenger
guides/systems/cmdrs-lexicon.html,397,Alliance,alliance,superpower,systems/superpower-rank.html,superpower-all,0.6,no,superpower (no rank ctx),— the tankiest of the Alliance trio.
guides/systems/cmdrs-lexicon.html,398,Alliance Chieftain,alliance chieftain,ship-dossier,ships/dossiers/alliance-chieftain-combat.html,,0.78,yes,role=combat,Alliance Chieftain
guides/systems/cmdrs-lexicon.html,399,Conda,conda,ship-dossier,ships/dossiers/anaconda-multipurpose.html,,0.75,yes,role=multipurpose alias,Conda
guides/systems/cmdrs-lexicon.html,399,Anaconda,anaconda,ship-dossier,ships/dossiers/anaconda-multipurpose.html,,0.78,yes,role=multipurpose,Anaconda
guides/systems/cmdrs-lexicon.html,400,Corvette,corvette,ship-dossier,ships/dossiers/federal-corvette-multipurpose.html,,0.75,yes,role=multipurpose alias,Corvette / Vette
guides/systems/cmdrs-lexicon.html,400,Vette,vette,ship-dossier,ships/dossiers/federal-corvette-multipurpose.html,,0.75,yes,role=multipurpose alias,Corvette / Vette
guides/systems/cmdrs-lexicon.html,400,Federal Corvette,federal corvette,ship-dossier,ships/dossiers/federal-corvette-multipurpose.html,,0.78,yes,role=multipurpose,Federal Corvette
guides/systems/cmdrs-lexicon.html,400,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),— the Federal capital-grade combat ship.
guides/systems/cmdrs-lexicon.html,401,Cutter,cutter,ship-dossier,ships/dossiers/imperial-cutter-multipurpose.html,,0.75,yes,role=multipurpose alias,Cutter
guides/systems/cmdrs-lexicon.html,401,Imperial Cutter,imperial cutter,ship-dossier,ships/dossiers/imperial-cutter-multipurpose.html,,0.78,yes,role=multipurpose,Imperial Cutter
guides/systems/cmdrs-lexicon.html,401,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),"— the Imperial flagship, fast and huge."
guides/systems/cmdrs-lexicon.html,402,DBX,dbx,ship-dossier,ships/dossiers/diamondback-explorer-multipurpose.html,,0.75,yes,role=multipurpose alias,DBX
guides/systems/cmdrs-lexicon.html,402,Diamondback Explorer,diamondback explorer,ship-dossier,ships/dossiers/diamondback-explorer-multipurpose.html,,0.78,yes,role=multipurpose,Diamondback Explorer
guides/systems/cmdrs-lexicon.html,403,DBS,dbs,ship-dossier,ships/dossiers/diamondback-scout-combat.html,,0.75,yes,role=combat alias,DBS
guides/systems/cmdrs-lexicon.html,403,Diamondback Scout,diamondback scout,ship-dossier,ships/dossiers/diamondback-scout-combat.html,,0.78,yes,role=combat,Diamondback Scout
guides/systems/cmdrs-lexicon.html,404,FAS,fas,ship-dossier,ships/dossiers/federal-assault-ship-combat.html,,0.75,yes,role=combat alias,FAS
guides/systems/cmdrs-lexicon.html,404,Federal Assault Ship,federal assault ship,ship-dossier,ships/dossiers/federal-assault-ship-combat.html,,0.78,yes,role=combat,Federal Assault Ship
guides/systems/cmdrs-lexicon.html,404,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),— the hard-hitting Federal medium.
guides/systems/cmdrs-lexicon.html,405,FDL,fdl,ship-dossier,ships/dossiers/fer-de-lance-combat.html,,0.75,yes,role=combat alias,FDL
guides/systems/cmdrs-lexicon.html,405,Fer-de-Lance,fer-de-lance,ship-dossier,ships/dossiers/fer-de-lance-combat.html,,0.78,yes,role=combat,Fer-de-Lance
guides/systems/cmdrs-lexicon.html,406,FDS,fds,ship-dossier,ships/dossiers/federal-dropship-combat.html,,0.75,yes,role=combat alias,FDS
guides/systems/cmdrs-lexicon.html,406,Federal Dropship,federal dropship,ship-dossier,ships/dossiers/federal-dropship-combat.html,,0.78,yes,role=combat,Federal Dropship
guides/systems/cmdrs-lexicon.html,406,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),— the Federal medium combat/transport base.
guides/systems/cmdrs-lexicon.html,407,FGS,fgs,ship-dossier,ships/dossiers/federal-gunship-combat.html,,0.75,yes,role=combat alias,FGS
guides/systems/cmdrs-lexicon.html,407,Federal Gunship,federal gunship,ship-dossier,ships/dossiers/federal-gunship-combat.html,,0.78,yes,role=combat,Federal Gunship
guides/systems/cmdrs-lexicon.html,407,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),— the turret-heavy Federal brawler.
guides/systems/cmdrs-lexicon.html,408,Krait,krait,ship-dossier,ships/dossiers/krait-mk-ii-multipurpose.html,,0.75,yes,role=multipurpose alias,Krait / K2
guides/systems/cmdrs-lexicon.html,408,Krait Mk II,krait mk ii,ship-dossier,ships/dossiers/krait-mk-ii-multipurpose.html,,0.78,yes,role=multipurpose,Krait Mk II
guides/systems/cmdrs-lexicon.html,409,Phantom,phantom,ship-dossier,ships/dossiers/krait-phantom-multipurpose.html,,0.75,yes,role=multipurpose alias,Phantom
guides/systems/cmdrs-lexicon.html,409,Krait Phantom,krait phantom,ship-dossier,ships/dossiers/krait-phantom-multipurpose.html,,0.78,yes,role=multipurpose,Krait Phantom
guides/systems/cmdrs-lexicon.html,409,Krait,krait,ship-dossier,ships/dossiers/krait-mk-ii-exploration.html,,0.82,yes,role=exploration alias,— the long-range exploration variant of the Krait.
guides/systems/cmdrs-lexicon.html,410,Python,python,ship-dossier,ships/dossiers/python-multipurpose.html,,0.78,yes,role=multipurpose,Python
guides/systems/cmdrs-lexicon.html,410,Python,python,ship-dossier,ships/dossiers/python-multipurpose.html,,0.78,yes,role=multipurpose,Python
guides/systems/cmdrs-lexicon.html,410,Python Mk II,python mk ii,ship-dossier,ships/dossiers/python-mk-ii-combat.html,,0.78,yes,role=combat,is the newer Python Mk II.
guides/systems/cmdrs-lexicon.html,411,Sidewinder Mk I,sidewinder mk i,ship-dossier,ships/dossiers/sidewinder-mk-i-combat.html,,0.78,yes,role=combat,Sidewinder Mk I
guides/systems/cmdrs-lexicon.html,412,Sidewinder,sidewinder,ship-dossier,ships/dossiers/sidewinder-mk-i-combat.html,,0.75,yes,role=combat alias,Using a cheap Sidewinder to
guides/systems/cmdrs-lexicon.html,413,T6,t6,ship-dossier,ships/dossiers/type-6-transporter-exploration.html,,0.75,yes,role=exploration alias,T6 / T7 / T9 / T10
guides/systems/cmdrs-lexicon.html,413,T7,t7,ship-dossier,ships/dossiers/type-7-transporter-trading.html,,0.75,yes,role=trading alias,T6 / T7 / T9 / T10
guides/systems/cmdrs-lexicon.html,413,T9,t9,ship-dossier,ships/dossiers/type-9-heavy-trading.html,,0.75,yes,role=trading alias,T6 / T7 / T9 / T10
guides/systems/cmdrs-lexicon.html,413,T10,t10,ship-dossier,ships/dossiers/type-10-defender-combat.html,,0.75,yes,role=combat alias,T6 / T7 / T9 / T10
guides/systems/cmdrs-lexicon.html,413,Type-6 Transporter,type-6 transporter,ship-dossier,ships/dossiers/type-6-transporter-exploration.html,,0.78,yes,role=exploration,Type-6 Transporter / Type-7 Transporter / Type-9 Heavy / Type-10 Defender
guides/systems/cmdrs-lexicon.html,413,Type-7 Transporter,type-7 transporter,ship-dossier,ships/dossiers/type-7-transporter-trading.html,,0.78,yes,role=trading,Type-6 Transporter / Type-7 Transporter / Type-9 Heavy / Type-10 Defender
guides/systems/cmdrs-lexicon.html,413,Type-9 Heavy,type-9 heavy,ship-dossier,ships/dossiers/type-9-heavy-trading.html,,0.78,yes,role=trading,Type-6 Transporter / Type-7 Transporter / Type-9 Heavy / Type-10 Defender
guides/systems/cmdrs-lexicon.html,413,Type-10 Defender,type-10 defender,ship-dossier,ships/dossiers/type-10-defender-combat.html,,0.78,yes,role=combat,Type-6 Transporter / Type-7 Transporter / Type-9 Heavy / Type-10 Defender
guides/systems/cmdrs-lexicon.html,413,T10,t10,ship-dossier,ships/dossiers/type-10-defender-combat.html,,0.75,yes,role=combat alias,— the Lakon haulers and the T10 gunship.
guides/systems/cmdrs-lexicon.html,414,Vulture,vulture,ship-dossier,ships/dossiers/vulture-combat.html,,0.78,yes,role=combat,Vulture
guides/systems/cmdrs-lexicon.html,414,Vulture,vulture,ship-dossier,ships/dossiers/vulture-combat.html,,0.78,yes,role=combat,Vulture
guides/systems/cmdrs-lexicon.html,438,Cutter,cutter,ship-dossier,ships/dossiers/imperial-cutter-multipurpose.html,,0.75,yes,role=multipurpose alias,"— Arc Cutter and the biggest backpack, built for settlement raiding."
guides/systems/combat-zones.html,84,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,Combat Zones spawn only in systems at War or Civil War and vanish when the war resolves. Two types exist: ship CZs in sp
guides/systems/combat-zones.html,132,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),if the Empire or
guides/systems/combat-zones.html,137,cannon,cannon,blueprint-group,engineering/blueprints.html,blueprint-group-cannon,0.8,yes,blueprint group,"Even Low zones can contain Elite-rank NPCs, and ships are combat-fitted — tougher than the random traffic you meet in th"
guides/systems/combat-zones.html,183,Anaconda,anaconda,ship-dossier,ships/dossiers/anaconda-multipurpose.html,,0.78,yes,role=multipurpose,"A large engineered ship — typically Anaconda, Corvette or Cutter — flown by an Elite pilot. Enemy: hunt it down and kill"
guides/systems/combat-zones.html,183,Corvette,corvette,ship-dossier,ships/dossiers/federal-corvette-multipurpose.html,,0.75,yes,role=multipurpose alias,"A large engineered ship — typically Anaconda, Corvette or Cutter — flown by an Elite pilot. Enemy: hunt it down and kill"
guides/systems/combat-zones.html,183,Cutter,cutter,ship-dossier,ships/dossiers/imperial-cutter-multipurpose.html,,0.75,yes,role=multipurpose alias,"A large engineered ship — typically Anaconda, Corvette or Cutter — flown by an Elite pilot. Enemy: hunt it down and kill"
guides/systems/combat-zones.html,183,FSD,fsd,module,engineering/modules.html,module-frame-shift-drive,0.85,yes,ambig->module (default),Tip: target the FSD or powerplant to drop it fast.
guides/systems/combat-zones.html,187,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),Appears only in High zones when the Empire or Federation is a combatant. It cannot be destroyed — disable it by targetin
guides/systems/combat-zones.html,187,Federation,federation,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),Appears only in High zones when the Empire or Federation is a combatant. It cannot be destroyed — disable it by targetin
guides/systems/combat-zones.html,229,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,Imperial rank bar
guides/systems/combat-zones.html,230,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),Empire
guides/systems/combat-zones.html,230,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),Imperial station
guides/systems/combat-zones.html,230,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.6,no,superpower (no rank ctx),. Cash Imperial-earned bonds at a Federal station and the superpower credit can skew the wrong way.
guides/systems/combat-zones.html,232,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,"the Imperial rank bar, but reputation and naval rank are separate systems. Once the bar hits 100%, you still must find a"
guides/systems/combat-zones.html,232,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,"""Imperial Navy""-titled promotion mission"
guides/systems/combat-zones.html,233,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,"source of Empire rep, not the efficient path. The rank-bar gain from combat is small per action, and the bottleneck is t"
guides/systems/combat-zones.html,233,efficient,efficient,blueprint,engineering/blueprints.html,blueprint-advanced-multi-cannon-efficient,0.55,no,blueprint ambiguous (log only),"source of Empire rep, not the efficient path. The rank-bar gain from combat is small per action, and the bottleneck is t"
guides/systems/combat-zones.html,233,Mandalay,mandalay,ship-dossier,ships/dossiers/mandalay-multipurpose.html,,0.78,yes,role=multipurpose,"source of Empire rep, not the efficient path. The rank-bar gain from combat is small per action, and the bottleneck is t"
guides/systems/combat-zones.html,233,Python Mk II,python mk ii,ship-dossier,ships/dossiers/python-mk-ii-combat.html,,0.85,yes,role=combat,"source of Empire rep, not the efficient path. The rank-bar gain from combat is small per action, and the bottleneck is t"
guides/systems/combat-zones.html,233,Cobra Mk V,cobra mk v,ship-dossier,ships/dossiers/cobra-mk-v-combat.html,,0.85,yes,role=combat,"source of Empire rep, not the efficient path. The rank-bar gain from combat is small per action, and the bottleneck is t"
guides/systems/combat-zones.html,245,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),Imperial mission-givers as possible (across stations / nearby systems). Then each qualifying kill ticks one mission from
guides/systems/combat-zones.html,272,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.6,no,superpower (no rank ctx),"You're currently Hostile to A. Lavigny-Duval, whose Powerplay presence covers systems like Cemiess. Power CZs are a sepa"
guides/systems/combat-zones.html,299,lasers,lasers,module,engineering/modules.html,module-lasers,0.85,yes,module,don't run pure beam lasers for long engagements — heat and sustain become a problem. Mix sustained energy with kinetic (
guides/systems/combat-zones.html,299,kinetic,kinetic,module,engineering/modules.html,module-kinetic,0.65,no,weapon-category adj (soft),don't run pure beam lasers for long engagements — heat and sustain become a problem. Mix sustained energy with kinetic (
guides/systems/combat-zones.html,300,AFMU,afmu,module,engineering/modules.html,module-afmu,0.85,yes,module,"shield tank with resistance-augmented boosters favours the long, multi-ship slog of a CZ over a glass-cannon gank build."
guides/systems/combat-zones.html,304,Python Mk II,python mk ii,ship-dossier,ships/dossiers/python-mk-ii-combat.html,,0.78,yes,role=combat,such as the Python Mk II is the natural High-zone choice; a
guides/systems/combat-zones.html,304,Cobra Mk V,cobra mk v,ship-dossier,ships/dossiers/cobra-mk-v-combat.html,,0.85,yes,role=combat,like the Cobra Mk V is capable for Low/Medium. A long-range traveller such as the Mandalay has no business in a sustaine
guides/systems/combat-zones.html,304,Mandalay,mandalay,ship-dossier,ships/dossiers/mandalay-multipurpose.html,,0.78,yes,role=multipurpose,like the Cobra Mk V is capable for Low/Medium. A long-range traveller such as the Mandalay has no business in a sustaine
guides/systems/combat-zones.html,304,Overcharged,overcharged,blueprint,engineering/blueprints.html,blueprint-power-plant-overcharged,0.5,no,blueprint generic (log only),like the Cobra Mk V is capable for Low/Medium. A long-range traveller such as the Mandalay has no business in a sustaine
guides/systems/combat-zones.html,304,Dirty Drives,dirty drives,blueprint,engineering/blueprints.html,blueprint-thrusters-dirty-drive-tuning,0.85,yes,blueprint (curated alias),like the Cobra Mk V is capable for Low/Medium. A long-range traveller such as the Mandalay has no business in a sustaine
guides/systems/combat-zones.html,304,Heavy Duty,heavy duty,blueprint,engineering/blueprints.html,blueprint-bulkheads-heavy-duty,0.5,no,blueprint generic (log only),like the Cobra Mk V is capable for Low/Medium. A long-range traveller such as the Mandalay has no business in a sustaine
guides/systems/combat-zones.html,323,Empire,empire,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,Does this rank up Empire?
guides/systems/combat-zones.html,323,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,"Feeds the bar (fight Imperial faction + cash at Imperial station), but rank still needs a"
guides/systems/combat-zones.html,323,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,"Feeds the bar (fight Imperial faction + cash at Imperial station), but rank still needs a"
guides/systems/community-goals.html,84,T10,t10,ship-dossier,ships/dossiers/type-10-defender-combat.html,,0.75,yes,role=combat alias,T1–T10
guides/systems/community-goals.html,112,Federal,federal,superpower,systems/superpower-rank.html,superpower-fed,0.85,yes,superpower +rank,"Contributing builds reputation with the sponsoring minor faction, which flows up to its superpower — the engine behind F"
guides/systems/community-goals.html,112,Imperial,imperial,superpower,systems/superpower-rank.html,superpower-emp,0.85,yes,superpower +rank,"Contributing builds reputation with the sponsoring minor faction, which flows up to its superpower — the engine behind F"
guides/systems/community-goals.html,121,Sidewinder,sidewinder,ship-dossier,ships/dossiers/sidewinder-mk-i-combat.html,,0.75,yes,role=combat alias,"Everyone, at every stage. A brand-new commander in a stock Sidewinder can meaningfully contribute to a bounty-hunting CG"
